_id.courseId,_id.sectionId,_id.unitId,user,total_time
26,3,2,15980,12411
26,3,2,15971,611
26,3,2,16102,63419
26,3,2,1182,200025
26,3,2,318,9055
26,3,2,17784,24569
26,3,3,1921,9256
26,3,3,1,8664
26,3,3,12267,10712
26,3,3,1374,7101
26,3,3,14015,5639
26,3,3,14827,10789
26,3,3,5199,6877
26,3,3,15347,6899
26,3,3,1983,8384
26,3,3,15980,8786
26,3,3,15971,573
26,3,3,16102,17732
26,3,3,1182,8186
26,3,3,318,6865
26,3,3,17784,7916
26,4,10,1374,21445
26,4,10,14015,6285
26,4,10,14827,24498
26,4,10,15347,9142
26,4,10,1983,9919
26,4,10,5199,10416
26,4,10,15980,7860
26,4,10,15971,9818
26,4,10,16102,12587
26,4,10,1182,10412
26,4,10,1182,8816
26,4,10,2,485
26,4,10,318,13370
26,4,11,1374,21509
26,4,11,14015,10650
26,4,11,14827,13773
26,4,11,15347,13934
26,4,11,1983,22988
26,4,11,5199,16724
26,4,11,15980,13368
26,4,11,15971,12647
26,4,11,16102,11293
26,4,11,1182,11098
26,4,11,1182,10302
26,4,11,2,390
26,4,11,318,12433
26,4,13,1374,24694
26,4,13,14015,8875
26,4,13,14015,10785
26,4,13,14827,17189
26,4,13,15347,10369
26,4,13,1983,19699
26,4,13,5199,13165
26,4,13,15980,10891
26,4,13,15971,11871
26,4,13,16102,13381
26,4,13,1182,10885
26,4,13,1182,8929
26,4,13,318,2748
26,4,14,1374,38269
26,4,14,14015,7180
26,4,14,14015,11825
26,4,14,14827,25812
26,4,14,15347,23934
26,4,14,1983,15719
26,4,14,5199,21431
26,4,14,15980,5829
26,4,14,15971,8455
26,4,14,16102,13530
26,4,14,1182,14277
26,4,14,1182,11234
26,4,16,1374,16268
26,4,16,14015,8960
26,4,16,12186,69063
26,4,16,15347,11847
26,4,16,1983,23482
26,4,16,5199,13412
26,4,16,15980,7881
26,4,16,15971,8163
26,4,16,16102,14183
26,4,16,1182,12235
26,4,16,318,4712
26,4,17,1374,31884
26,4,17,14015,13035
26,4,17,14015,1698
26,4,17,15347,13153
26,4,17,1983,17108
26,4,17,5199,14478
26,4,17,5199,892
26,4,17,15980,12306
26,4,17,15971,10342
26,4,17,16102,15822
26,4,17,1182,27588
26,4,3,1374,33578
26,4,3,1374,33814
26,4,3,14015,13834
26,4,3,14827,43954
26,4,3,5199,24003
26,4,3,15347,19267
26,4,3,1983,56157
26,4,3,15980,10687
26,4,3,15971,1514
26,4,3,16102,25846
26,4,3,1182,23435
26,4,3,1182,19633
26,4,3,318,15982
26,4,3,17784,30228
26,4,4,1374,42690
26,4,4,14015,13145
26,4,4,14827,19490
26,4,4,5199,26281
26,4,4,15347,15292
26,4,4,1983,22219
26,4,4,15980,23656
26,4,4,15971,760
26,4,4,16102,41339
26,4,4,1182,17574
26,4,4,1182,14469
26,4,4,318,18004
26,4,4,17784,708736
26,4,5,1,9574
26,4,5,1374,34349
26,4,5,14015,14205
26,4,5,14827,55404
26,4,5,5199,84381
26,4,5,15347,21770
26,4,5,1983,38380
26,4,5,5199,6532
26,4,5,15980,20394
26,4,5,15971,785
26,4,5,16102,16906
26,4,5,1182,12342
26,4,5,1182,9568
26,4,5,17784,10781
26,4,6,1374,41875
26,4,6,14015,20115
26,4,6,14827,25597
26,4,6,5199,23525
26,4,6,15347,14067
26,4,6,1983,28252
26,4,6,5199,2437
26,4,6,5199,876
26,4,6,15980,15492
26,4,6,15971,776
26,4,6,16102,28651
26,4,6,1182,20213
26,4,6,1182,14975
26,4,6,17784,26888
26,4,7,1374,66723
26,4,7,14015,25190
26,4,7,14827,44061
26,4,7,5199,32949
26,4,7,15347,28616
26,4,7,1983,28272
26,4,7,5199,3759
26,4,7,5199,931
26,4,7,15980,20482
26,4,7,15971,675
26,4,7,16102,14399
26,4,7,1182,29635
26,4,7,1182,26569
26,4,7,17784,22025
26,4,9,1374,40917
26,4,9,14015,17228
26,4,9,14827,102454
26,4,9,15347,19374
26,4,9,1983,27424
26,4,9,5199,42601
26,4,9,15980,18559
26,4,9,15971,9193
26,4,9,16102,82228
26,4,9,1182,31325
26,4,9,1182,16468
26,4,9,2,410
26,4,9,318,16259
26,5,2,1374,24251
26,5,2,14015,3720
26,5,2,15347,14929
26,5,2,1983,11943
26,5,2,5199,13552
26,5,2,15980,9134
26,5,2,15971,11346
26,5,2,16102,15332
26,5,2,1182,19125
26,5,3,1374,29500
26,5,3,14015,1405
26,5,3,15347,22011
26,5,3,1983,1245201
26,5,3,5199,12033
26,5,3,15980,8937
26,5,3,15971,13948
26,5,3,16102,21567
26,5,3,1182,21670
26,5,4,1374,11885
26,5,4,14015,1185
26,5,4,15347,10608
26,5,4,1983,9868
26,5,4,5199,6295
26,5,4,15980,4369
26,5,4,15971,10722
26,5,4,16102,22618
26,5,4,1182,9444
26,5,5,1374,12577
26,5,5,14015,760
26,5,5,15347,8360
26,5,5,1983,147947
26,5,5,5199,11500
26,5,5,15980,7493
26,5,5,15971,10488
26,5,5,16102,12816
26,5,5,1182,9794
26,6,2,1374,22700
26,6,2,14015,20664
26,6,2,15347,17270
26,6,2,5199,24044
26,6,2,15980,12671
26,6,2,15971,628
26,6,2,16102,36284
26,6,2,1182,19389
26,6,3,1374,20817
26,6,3,14015,7900
26,6,3,14015,1740
26,6,3,15347,12914
26,6,3,5199,17277
26,6,3,15980,7605
26,6,3,15971,505
26,6,3,16102,11466
26,6,3,1182,13929
28,1,13,8147,18300
28,1,13,13674,35010
28,1,13,13566,86889
28,1,13,13566,48130
28,1,13,13054,42001
28,1,13,9696,4216
28,1,13,5945,310641
28,1,13,9696,18504
28,1,13,13566,64070
28,1,13,9733,65869
28,1,13,6809,97317
28,1,13,13997,2220
28,1,13,14000,27130
28,1,13,13793,48786
28,1,13,13793,1950
28,1,13,1374,14398
28,1,13,14163,848
28,1,13,14172,4281656
28,1,13,14015,450
28,1,13,14280,59353
28,1,13,14282,46156
28,1,13,14282,17256
28,1,13,13813,6557
28,1,13,13566,41748
28,1,13,1079,600
28,1,13,14373,25102
28,1,13,1079,34651
28,1,13,14002,4471
28,1,13,14002,79242
28,1,13,6000,43367
28,1,13,1079,39493
28,1,13,14535,28820
28,1,13,14541,16670
28,1,13,1629,18429
28,1,13,14429,2505
28,1,13,14429,9399
28,1,13,14499,46910
28,1,13,1629,20609
28,1,13,501,206016
28,1,13,11712,8560
28,1,13,14219,48590
28,1,13,14429,19460
28,1,13,223,168614
28,1,13,223,2975
28,1,13,223,15535
28,1,13,14499,19692
28,1,13,14689,370580
28,1,13,501,15576
28,1,13,14567,41587
28,1,13,14567,14608
28,1,13,14567,11151
28,1,13,14650,49970
28,1,13,14650,8193
28,1,13,14650,38948
28,1,13,14804,41240
28,1,13,14567,117653
28,1,13,13631,58329
28,1,13,14818,25373
28,1,13,1629,11982
28,1,13,14567,29262
28,1,13,13048,31795
28,1,13,14897,17723
28,1,13,14429,16697
28,1,13,14923,21555
28,1,13,14489,884678
28,1,13,14993,3801
28,1,13,14929,108625
28,1,13,14929,641
28,1,13,14929,31894
28,1,13,14804,14877
28,1,13,14979,120293
28,1,13,14697,28226
28,1,13,15109,692219
28,1,13,15126,30897
28,1,13,15219,25488
28,1,13,15237,6124
28,1,13,5259,10020
28,1,13,15211,25547
28,1,13,15264,115825
28,1,13,15231,16321
28,1,13,8077,32445
28,1,13,15396,29229
28,1,13,12114,3860
28,1,13,15123,35953
28,1,13,14219,37887
28,1,13,15479,28270
28,1,13,15408,68803
28,1,13,15324,25496
28,1,13,13048,2351
28,1,13,15816,6580
28,1,13,14977,284068
28,1,13,218,1109
28,1,13,2,3964
28,1,13,1585,24333
28,1,13,8443,349162
28,1,13,8443,8090
28,1,13,11144,69186
28,1,13,5589,901
28,1,13,10422,22691
28,1,13,12150,60746
28,1,13,14280,2434161
28,1,13,16895,22709
28,1,13,16895,8093
28,1,13,14975,41556
28,1,13,14975,2139
28,1,13,1585,15588
28,1,13,16997,1259
28,1,13,16699,68512
28,1,13,15350,57604
28,1,13,17213,24842
28,1,13,11614,35290
28,1,13,11710,7481
28,1,13,15473,7174
28,1,13,15473,15589
28,1,13,15473,2429
28,1,13,15473,46617
28,1,13,17682,35748
28,1,13,12776,1044
28,1,13,1585,38773
28,1,13,17981,28908
28,1,13,17981,207
28,1,13,17981,1395
28,1,13,16885,2063
28,1,13,18033,2743
28,1,13,8147,35000
28,1,13,18041,43836
28,1,13,709,54784
28,1,13,14650,12339
28,1,13,18150,13986
28,1,13,6302,2849
28,1,13,6302,2975
28,1,13,15294,20347
28,1,13,2060,46415
28,1,13,16885,4518
28,1,13,16885,63600
28,1,13,18417,20850
28,1,13,305,24090
28,1,13,18505,57393
28,1,15,13674,13259
28,1,15,13674,94751
28,1,15,13674,189126
28,1,15,13566,31980
28,1,15,13054,6488841
28,1,15,9696,2804
28,1,15,5945,252679
28,1,15,13566,124429
28,1,15,13054,146701
28,1,15,9733,340711
28,1,15,6809,1685636
28,1,15,13997,3025
28,1,15,14000,866958
28,1,15,14073,31545
28,1,15,14073,2197
28,1,15,14103,395502
28,1,15,13793,21069
28,1,15,13793,210963
28,1,15,1374,87341
28,1,15,14163,1610
28,1,15,14015,1101
28,1,15,14015,4071
28,1,15,14282,138530
28,1,15,1079,764
28,1,15,14373,492273
28,1,15,1079,169093
28,1,15,14002,4455
28,1,15,14002,123859
28,1,15,14002,169
28,1,15,14002,2357
28,1,15,6000,1915
28,1,15,6000,101
28,1,15,1079,115287
28,1,15,14535,101319
28,1,15,14541,71629
28,1,15,1629,116795
28,1,15,14429,1392
28,1,15,14429,349
28,1,15,1629,15851
28,1,15,501,87315
28,1,15,11712,37730
28,1,15,14219,213111
28,1,15,223,180970
28,1,15,14689,2214
28,1,15,501,80865
28,1,15,14650,221738
28,1,15,14650,49894
28,1,15,14650,7742
28,1,15,14804,105788
28,1,15,14650,7057
28,1,15,14818,67733
28,1,15,14567,16754
28,1,15,14567,560809
28,1,15,13631,127005
28,1,15,1629,102622
28,1,15,14897,3106
28,1,15,14429,181701
28,1,15,14923,83429
28,1,15,14923,957
28,1,15,14993,2627
28,1,15,14489,20978
28,1,15,14929,8309
28,1,15,14929,33048745
28,1,15,14804,31826
28,1,15,14979,142985
28,1,15,14697,664074
28,1,15,15126,155001
28,1,15,15219,234252
28,1,15,15237,561
28,1,15,5259,18265
28,1,15,15211,573321
28,1,15,8077,365054
28,1,15,15396,204618
28,1,15,12114,2647
28,1,15,15123,360552
28,1,15,14219,1004161
28,1,15,13048,15584
28,1,15,13048,229281
28,1,15,218,566
28,1,15,14977,147889
28,1,15,14977,4384
28,1,15,1585,1175
28,1,15,8443,9804
28,1,15,8443,549695
28,1,15,11144,267939
28,1,15,5589,832
28,1,15,12150,447563
28,1,15,16895,2445
28,1,15,14975,62600
28,1,15,1585,2118676
28,1,15,1585,43251
28,1,15,16997,552
28,1,15,16699,354765
28,1,15,17152,36503
28,1,15,17213,91466
28,1,15,11710,12274
28,1,15,11710,30186
28,1,15,11614,292681
28,1,15,11710,14212
28,1,15,11710,30053
28,1,15,15473,136828
28,1,15,15473,5992
28,1,15,15473,247644
28,1,15,11614,140216
28,1,15,17682,120659
28,1,15,17682,12602
28,1,15,12776,937
28,1,15,12776,3309
28,1,15,17981,108864
28,1,15,16885,2420
28,1,15,17981,92411
28,1,15,8147,122936
28,1,15,709,291498
28,1,15,709,112681
28,1,15,18150,91107
28,1,15,6302,7879
28,1,15,15294,63136
28,1,15,2060,61051
28,1,15,16885,160
28,1,15,16885,171557
28,1,15,2060,28410
28,1,4,2798,1248
28,1,4,13578,1109
28,1,4,120,1084
28,1,4,5583,428
28,1,4,9696,76395
28,1,4,8259,13456
28,1,4,12951,13458
28,1,4,13669,15082
28,1,4,13685,13717
28,1,4,13674,22341
28,1,4,9696,20125
28,1,4,13566,40108
28,1,4,172,11375
28,1,4,13566,7367
28,1,4,13777,16729
28,1,4,9696,822
28,1,4,18,10733
28,1,4,13814,6224
28,1,4,13814,556
28,1,4,13566,3102
28,1,4,13566,15396
28,1,4,5945,12372
28,1,4,13814,681
28,1,4,13814,4083
28,1,4,13566,1792
28,1,4,13930,5728
28,1,4,9733,11655
28,1,4,6809,16118
28,1,4,13889,16485
28,1,4,13997,16292
28,1,4,14000,14910
28,1,4,1374,12337
28,1,4,13793,24821
28,1,4,13793,8544
28,1,4,13506,19777
28,1,4,1374,11182
28,1,4,1921,18568
28,1,4,14163,4204
28,1,4,8077,15823
28,1,4,1079,6146
28,1,4,14015,7170
28,1,4,14280,30277
28,1,4,14282,24557
28,1,4,13813,22556
28,1,4,13813,7936
28,1,4,13813,15401
28,1,4,14265,11581
28,1,4,14265,1015
28,1,4,13566,3471
28,1,4,6000,9467
28,1,4,14002,33197
28,1,4,1079,190
28,1,4,14356,8887
28,1,4,14356,7808
28,1,4,14373,20605
28,1,4,1079,11680
28,1,4,14265,13089
28,1,4,14424,8218
28,1,4,14429,25193
28,1,4,14429,17804
28,1,4,14381,1239
28,1,4,14381,4242
28,1,4,14381,10137
28,1,4,14473,10818
28,1,4,14475,26127
28,1,4,14513,14831
28,1,4,14513,2641
28,1,4,1079,23676
28,1,4,211,26833
28,1,4,14525,10576
28,1,4,14525,15939
28,1,4,396,14660
28,1,4,14535,10240
28,1,4,14541,104225
28,1,4,501,17631
28,1,4,14429,11270
28,1,4,14551,8895
28,1,4,14190,32609
28,1,4,1629,10655
28,1,4,1629,11914
28,1,4,14595,22584
28,1,4,14499,14352
28,1,4,501,8138
28,1,4,501,801
28,1,4,501,8804
28,1,4,501,570
28,1,4,14219,17908
28,1,4,14567,23283
28,1,4,223,14572
28,1,4,14627,14377
28,1,4,14595,9265
28,1,4,14636,26948
28,1,4,14650,25509
28,1,4,14650,1607
28,1,4,501,9214
28,1,4,14689,31792
28,1,4,501,2465
28,1,4,14564,16042
28,1,4,13631,8747
28,1,4,13631,4090
28,1,4,14567,20534
28,1,4,14650,12972
28,1,4,1629,5463
28,1,4,14381,6350
28,1,4,14650,14578
28,1,4,14804,13369
28,1,4,14818,11023
28,1,4,14824,14805
28,1,4,13048,12531
28,1,4,1629,6357
28,1,4,14897,7712
28,1,4,14716,5580
28,1,4,14923,9611
28,1,4,14880,12940
28,1,4,14929,7618
28,1,4,14489,9110
28,1,4,14979,8300
28,1,4,14979,6099
28,1,4,14993,11688
28,1,4,14935,35767
28,1,4,14975,24629
28,1,4,14929,853
28,1,4,14929,13983
28,1,4,2798,7150
28,1,4,14804,5607
28,1,4,15035,9088
28,1,4,14697,3115
28,1,4,14697,4906
28,1,4,14697,8532
28,1,4,15059,7945
28,1,4,15062,2634
28,1,4,15067,3856
28,1,4,15067,7769
28,1,4,4962,5057
28,1,4,14977,326865
28,1,4,15109,49845
28,1,4,15124,21379
28,1,4,15126,19527
28,1,4,15126,6364
28,1,4,15126,913
28,1,4,15126,2670
28,1,4,15219,38881
28,1,4,15228,11080
28,1,4,15211,18939
28,1,4,15237,5291
28,1,4,5259,12864
28,1,4,15211,9527
28,1,4,15250,9983
28,1,4,15264,12086
28,1,4,13022,10260
28,1,4,15308,6623
28,1,4,15316,9900
28,1,4,218,859
28,1,4,8077,12708
28,1,4,15333,17181
28,1,4,10422,20659
28,1,4,11464,14009
28,1,4,15387,35210
28,1,4,15396,16719
28,1,4,10422,7422
28,1,4,15408,8589
28,1,4,15324,7902
28,1,4,15123,17361
28,1,4,15123,13119
28,1,4,15473,8376
28,1,4,15475,12178
28,1,4,2312,10740
28,1,4,8259,16202
28,1,4,15728,17339
28,1,4,1585,111130
28,1,4,15776,14879
28,1,4,15806,24144
28,1,4,218,644
28,1,4,5652,19801
28,1,4,709,11986
28,1,4,1585,9873
28,1,4,8443,29819
28,1,4,1585,6754
28,1,4,15250,1797
28,1,4,15250,8314
28,1,4,15316,29171
28,1,4,15316,4742
28,1,4,13147,8381
28,1,4,15473,717
28,1,4,210,22597
28,1,4,16036,15058
28,1,4,16359,15390
28,1,4,6734,1480
28,1,4,15956,17500
28,1,4,349,9160
28,1,4,5589,834
28,1,4,1585,7100
28,1,4,16699,21420
28,1,4,16746,36131
28,1,4,16746,11758
28,1,4,12150,10922
28,1,4,16773,14216
28,1,4,16773,721
28,1,4,14280,13306
28,1,4,16699,20179
28,1,4,16895,46874
28,1,4,16942,2640
28,1,4,1585,7155
28,1,4,16997,745
28,1,4,16829,4912
28,1,4,15294,17853
28,1,4,17044,20234
28,1,4,17075,10789
28,1,4,15350,13178
28,1,4,15350,11191
28,1,4,1585,2257
28,1,4,13980,6865
28,1,4,17213,16838
28,1,4,15475,3692
28,1,4,15475,15268
28,1,4,1585,4836
28,1,4,17247,417
28,1,4,17324,25002
28,1,4,337,89898
28,1,4,349,7731
28,1,4,349,274
28,1,4,349,4617
28,1,4,11614,10949
28,1,4,11614,2568
28,1,4,12615,7201
28,1,4,15473,724
28,1,4,13147,5172
28,1,4,13147,32190
28,1,4,13147,3484
28,1,4,15473,1646
28,1,4,15473,8847
28,1,4,17636,744
28,1,4,17636,1120
28,1,4,15294,13180
28,1,4,6734,25317
28,1,4,17682,9904
28,1,4,17753,30073
28,1,4,17688,11515
28,1,4,17688,3803
28,1,4,17688,1774
28,1,4,17688,1923
28,1,4,17688,981
28,1,4,17104,6679
28,1,4,17944,8140
28,1,4,12776,1001
28,1,4,1585,5647
28,1,4,17981,12286
28,1,4,18033,2896
28,1,4,18033,11627
28,1,4,8147,12216
28,1,4,18041,19746
28,1,4,18036,6775
28,1,4,18036,19278
28,1,4,14650,92120
28,1,4,18150,86142425
28,1,4,18219,17723
28,1,4,14419,19476
28,1,4,6302,8469
28,1,4,18344,4086
28,1,4,16885,2
28,1,4,16885,9310
28,1,4,18417,263
28,1,4,13566,13280
28,1,4,1155,281
28,1,4,18505,20692
28,1,5,2798,488
28,1,5,13578,11473
28,1,5,13578,70482
28,1,5,13595,33162
28,1,5,1374,53525
28,1,5,5583,4326
28,1,5,9696,2060
28,1,5,8259,21759
28,1,5,12951,46207
28,1,5,13669,30754
28,1,5,13685,97601
28,1,5,13674,54238
28,1,5,9696,726985
28,1,5,13566,53687
28,1,5,13054,2708
28,1,5,172,27596
28,1,5,13566,48781
28,1,5,13777,30312
28,1,5,9696,1004
28,1,5,18,12011
28,1,5,13814,6064
28,1,5,13566,26079
28,1,5,5945,22278
28,1,5,13814,3502
28,1,5,13566,3611
28,1,5,13930,5095
28,1,5,9733,40668
28,1,5,6809,38578
28,1,5,13889,56414
28,1,5,13997,14066
28,1,5,14000,37116
28,1,5,1374,22937
28,1,5,13793,20542
28,1,5,13506,52787
28,1,5,1374,30914
28,1,5,1921,70509
28,1,5,14163,5252
28,1,5,8077,43847
28,1,5,14015,15570
28,1,5,14282,33863
28,1,5,13813,23220
28,1,5,13813,200629
28,1,5,14265,33329
28,1,5,14265,1068
28,1,5,13566,31014
28,1,5,6000,30096
28,1,5,14002,571371
28,1,5,1079,3624
28,1,5,14356,71630
28,1,5,14356,25749
28,1,5,14373,40114
28,1,5,1079,27301
28,1,5,14265,391190
28,1,5,14424,19305
28,1,5,14429,4751
28,1,5,14429,22439
28,1,5,14381,46742
28,1,5,14381,3987
28,1,5,14381,35233
28,1,5,14473,25832
28,1,5,14475,42894
28,1,5,14513,5928
28,1,5,1079,25681
28,1,5,211,50342
28,1,5,14525,32489
28,1,5,396,34924
28,1,5,14535,36769
28,1,5,14541,60621
28,1,5,501,45586
28,1,5,501,3807
28,1,5,501,776953
28,1,5,14429,16696
28,1,5,14190,114106
28,1,5,1629,9836
28,1,5,1629,25438
28,1,5,14579,65212
28,1,5,14595,11747
28,1,5,14499,21756
28,1,5,501,43467
28,1,5,501,1369
28,1,5,501,8894
28,1,5,501,929
28,1,5,14219,49579
28,1,5,14567,11003
28,1,5,223,29493
28,1,5,14627,47825
28,1,5,14595,44082
28,1,5,14636,39161
28,1,5,14650,38921
28,1,5,14650,3917
28,1,5,14671,57105
28,1,5,501,6014
28,1,5,14689,26520
28,1,5,501,2618
28,1,5,14564,29053
28,1,5,13631,889
28,1,5,13631,24431
28,1,5,14567,63601
28,1,5,14650,37018
28,1,5,1629,15106
28,1,5,14650,4221
28,1,5,14381,4791
28,1,5,14650,2507
28,1,5,14650,21211
28,1,5,14804,36704
28,1,5,14818,29056
28,1,5,14824,35986
28,1,5,13048,23651
28,1,5,1629,26968
28,1,5,14897,7240
28,1,5,14716,19315
28,1,5,14923,18581
28,1,5,14880,37635
28,1,5,14880,3425
28,1,5,14929,11895
28,1,5,14489,18841
28,1,5,14979,3643
28,1,5,14979,43133
28,1,5,14993,27636
28,1,5,14935,38439
28,1,5,14975,83185
28,1,5,14929,792
28,1,5,14929,59992
28,1,5,14804,12265
28,1,5,14697,23945
28,1,5,15059,28272
28,1,5,15062,1198
28,1,5,15067,23767
28,1,5,15067,8324
28,1,5,4962,8297
28,1,5,14977,79968
28,1,5,15109,44159
28,1,5,15124,44322
28,1,5,15126,25249
28,1,5,15126,2008
28,1,5,15126,6156
28,1,5,15219,20322
28,1,5,15211,47257
28,1,5,15237,10703
28,1,5,5259,13895
28,1,5,15211,19174
28,1,5,15250,3520
28,1,5,15264,17194
28,1,5,15264,11315
28,1,5,13814,12036
28,1,5,13022,29528
28,1,5,15308,10499
28,1,5,15316,39813
28,1,5,218,689
28,1,5,8077,98556
28,1,5,15333,42173
28,1,5,10422,31869
28,1,5,11464,29666
28,1,5,15396,100379
28,1,5,10422,20024
28,1,5,15408,24299
28,1,5,15324,34546
28,1,5,15123,36345
28,1,5,15123,11330
28,1,5,14219,73612
28,1,5,15473,4003
28,1,5,15475,37343
28,1,5,2312,47354
28,1,5,15728,57209
28,1,5,1585,173479
28,1,5,15776,75591
28,1,5,15806,235887
28,1,5,218,537
